Names,Race,Gender,Sports,Birth Origin,Age,Zip,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Military Tenure,Avg Commute Time,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record
Donald Fuller,Asian,male,1.0,USA,27.0,94089,1,2.97,0.38,4.0,3.73,0.0,11.0,1.69,5.29,6.72,5.68,Quantitative,Ok,Good,0.0,0.0,0.0
Ervin Martinez,Other,male,0.0,USA,25.0,94560,1,2.87,0.34,0.0,2.23,0.0,29.0,4.49,2.08,1.54,1.67,Engineering,Ok,Good,0.0,1.0,0.0
Pamela Smith,Caucasian,female,1.0,USA,24.0,94523,1,3.13,0.46,2.0,2.71,0.0,55.0,0.52,1.84,-0.73,0.31,Engineering,Ok,Bad,0.0,1.0,0.0
Joseph Brewer,Caucasian,male,1.0,USA,30.0,94019,1,3.36,0.26,5.5,3.17,0.0,46.0,-0.23,2.58,0.05,0.1,Engineering,Very Good,Good,0.0,0.0,0.0
Amy Kells,Caucasian,female,0.0,USA,28.0,94588,1,2.87,0.1,3.0,2.44,0.5,36.0,-2.63,2.59,1.31,1.88,Engineering,Very Good,Bad,0.0,0.0,0.0
Lynne Berrios,Hispanic,female,1.0,USA,24.0,94403,1,2.9,0.22,3.0,1.5,0.0,26.0,0.2,2.56,1.88,2.02,Sciences,None,Bad,0.0,0.0,0.0
Michael Mcgeorge,Asian,male,0.0,USA,27.0,94022,1,2.34,0.4,1.5,2.14,3.0,13.0,0.81,2.75,1.1,1.23,Humanities,None,Bad,0.0,0.0,0.0
Michael Sherrow,Caucasian,male,0.0,USA,28.0,94566,1,3.31,0.44,2.0,3.13,0.0,35.0,-1.68,3.43,3.03,2.74,Quantitative,Ok,Good,1.0,0.0,0.0
Boris Sonderegger,Hispanic,male,0.0,USA,29.0,94545,1,3.8,0.38,3.5,3.71,0.0,37.0,-0.5,0.94,-1.41,-0.54,Engineering,Ok,Bad,0.0,0.0,0.0
Sean Evans,Hispanic,male,0.0,USA,32.0,94109,1,3.38,0.28,5.5,3.51,0.0,48.0,1.47,2.71,1.61,1.4,Engineering,Very Good,Good,0.0,0.0,0.0
Scott Waldrop,Caucasian,male,0.0,USA,26.0,94105,1,3.86,0.12,1.0,1.69,3.0,45.0,2.44,0.35,-2.1,-1.09,Quantitative,None,Good,0.0,1.0,1.0
Samuel Randolph,Hispanic,male,1.0,USA,25.0,94040,1,2.87,0.02,4.5,2.63,0.0,4.0,1.08,2.38,0.87,2.04,Quantitative,None,Good,0.0,1.0,0.0
Carol Watkins,Hispanic,female,0.0,Australia,30.0,94603,1,3.75,0.16,0.5,2.12,0.0,40.0,-2.24,2.28,-0.06,0.67,Engineering,Very Good,Bad,0.0,1.0,0.0
Wade Wong,Caucasian,male,1.0,USA,28.0,94121,1,2.32,0.22,2.5,2.0,1.0,54.0,-1.89,1.63,0.09,-0.85,Quantitative,Ok,Bad,0.0,0.0,1.0
Jesus Atwater,Caucasian,male,0.0,USA,24.0,94801,1,2.94,0.2,2.5,2.24,1.0,63.0,-2.41,3.51,3.68,4.01,Sciences,None,Good,0.0,0.0,0.0
Lillian Keel,Caucasian,female,0.0,USA,25.0,94304,1,2.85,0.12,0.0,1.51,0.0,19.0,4.29,3.52,2.28,2.73,Engineering,Ok,Bad,0.0,0.0,0.0
Terry Barnett,Caucasian,male,0.0,USA,24.0,94030,1,2.67,0.3,2.0,2.48,0.0,34.0,2.81,2.75,-0.16,-0.22,Engineering,Ok,Good,0.0,0.0,0.0
David Coronado,Caucasian,male,1.0,USA,28.0,94040,1,2.85,0.26,0.5,1.55,2.0,2.0,0.89,0.71,-1.0,-0.12,Quantitative,Ok,Good,0.0,1.0,1.0
Joseph Hale,Caucasian,male,1.0,USA,30.0,94595,1,3.41,0.22,5.5,3.42,0.0,56.0,-2.69,0.87,-1.09,-2.26,Engineering,Ok,Bad,0.0,0.0,0.0
Jason Bergmark,Asian,male,1.0,USA,27.0,94040,1,3.42,0.54,0.0,2.65,2.5,3.0,0.06,1.14,-2.98,-2.97,Engineering,None,Bad,0.0,0.0,0.0
Nellie Wilson,Caucasian,female,0.0,USA,27.0,94542,1,2.6,0.36,2.0,2.29,0.0,41.0,3.4,3.12,0.27,0.0,Humanities,None,Bad,0.0,0.0,0.0
Brent Costello,Caucasian,male,1.0,USA,27.0,94040,1,2.23,0.36,2.5,1.83,0.0,3.0,1.89,1.99,0.68,0.57,Quantitative,Ok,Good,0.0,1.0,1.0
Chris Davis,Caucasian,male,0.0,USA,28.0,94595,1,2.38,0.24,3.0,2.41,2.5,56.0,1.25,1.73,-0.5,-1.18,Engineering,Very Good,Good,0.0,1.0,0.0
Judith Sanchez,Caucasian,female,1.0,USA,25.0,94010,1,3.65,0.42,0.0,3.12,4.0,33.0,3.67,3.26,3.53,2.73,Engineering,Ok,Good,1.0,0.0,0.0
Steven Dunn,Caucasian,male,1.0,USA,23.0,94542,1,2.76,0.4,3.0,2.37,0.0,41.0,0.9,1.29,-1.56,-2.7,Quantitative,Ok,Good,0.0,1.0,0.0
Brian Hamilton,Caucasian,male,0.0,USA,25.0,94510,1,2.28,0.4,2.0,2.68,0.0,69.0,-3.43,1.79,-0.25,0.11,Engineering,Very Good,Bad,0.0,0.0,0.0
Lois Rhodes,African-American,female,1.0,USA,28.0,94070,1,2.31,0.24,2.0,0.49,0.0,27.0,-0.42,0.09,-2.31,-2.08,Engineering,None,Bad,0.0,1.0,1.0
Lawrence Kirby,Caucasian,male,0.0,USA,26.0,94089,1,2.79,0.4,1.0,2.77,2.0,11.0,0.32,0.0,-4.29,-3.85,Engineering,Ok,Good,0.0,0.0,0.0
Carlos Bray,African-American,male,1.0,USA,25.0,94043,1,2.98,0.3,1.0,2.82,0.0,6.0,-2.79,0.87,-0.69,-0.6,Engineering,None,Good,0.0,0.0,0.0
Curtis Dunmore,Asian,male,1.0,China,27.0,94028,1,2.91,0.42,1.5,2.8,1.5,23.0,-0.5,4.28,5.1,3.94,Humanities,None,Good,0.0,1.0,0.0
Joyce White,Caucasian,female,0.0,Canada,24.0,94010,1,2.73,0.04,1.0,1.38,2.5,33.0,1.17,0.63,-1.88,-1.99,Engineering,Ok,Bad,0.0,0.0,0.0
Sherman Vargas,Caucasian,male,1.0,USA,25.0,94578,1,2.64,0.24,3.0,1.84,0.0,39.0,-1.65,1.45,-0.11,-0.23,Engineering,None,Bad,1.0,1.0,1.0
John Cook,Hispanic,male,0.0,Australia,24.0,94131,1,2.54,0.22,-1.0,1.59,1.0,44.0,-1.79,1.89,-0.21,-0.0,Quantitative,None,Bad,0.0,1.0,1.0
Jose Johnson,Caucasian,male,0.0,USA,25.0,94556,1,3.29,0.3,2.5,2.61,0.0,65.0,-1.33,1.68,-1.49,-1.16,Engineering,Ok,Bad,0.0,1.0,0.0
Emilio Anderson,Caucasian,male,0.0,USA,27.0,94569,1,2.7,0.12,4.0,2.48,0.0,68.0,2.86,1.57,-2.39,-3.72,Engineering,Ok,Bad,0.0,1.0,0.0
Andrea Martinez,Asian,female,1.0,USA,23.0,94043,1,3.62,0.46,2.0,3.19,0.0,7.0,0.02,1.72,-0.05,0.03,Engineering,Ok,Good,0.0,0.0,0.0
Teresa Muniz,Caucasian,female,0.0,USA,21.0,95035,1,2.98,0.34,-1.0,2.08,0.0,18.0,0.66,2.21,0.51,0.66,Quantitative,Ok,Bad,0.0,0.0,0.0
Bertha Staplins,Caucasian,female,1.0,USA,29.0,94014,1,3.19,0.22,1.0,1.81,3.0,43.0,1.74,1.48,-0.36,-0.48,Quantitative,Ok,Good,1.0,1.0,1.0
William Fish,Asian,male,0.0,USA,21.0,94545,1,2.55,0.36,0.0,1.99,0.0,37.0,-2.88,0.02,-4.99,-4.02,Engineering,Ok,Bad,0.0,1.0,1.0
Martha Correra,Caucasian,female,0.0,USA,29.0,94538,1,3.32,0.22,4.0,2.85,0.0,21.0,2.37,1.91,0.06,0.01,Quantitative,None,Bad,0.0,0.0,0.0
Stewart Carey,Caucasian,male,0.0,USA,25.0,95002,1,2.6,0.38,2.0,2.09,0.0,15.0,1.91,0.24,-2.19,-2.23,Quantitative,Ok,Bad,0.0,0.0,0.0
Gail Martinez,Other,female,1.0,USA,29.0,94109,1,1.93,0.16,4.0,0.24,0.0,48.0,-2.92,2.1,-0.51,-1.52,Engineering,None,Good,0.0,1.0,1.0
Taylor Webb,Asian,male,0.0,USA,24.0,94538,1,2.48,0.18,0.5,1.78,0.0,21.0,-0.46,0.22,-2.99,-2.32,Engineering,None,Good,0.0,1.0,1.0
Linda Bowman,Other,female,0.0,Canada,23.0,94947,1,2.6,0.48,1.5,-0.1299999999999999,0.0,86.0,-1.77,0.57,-1.19,-1.92,Quantitative,None,Good,1.0,0.0,1.0
David Sheets,Caucasian,male,0.0,USA,30.0,95002,1,3.26,0.1,3.0,2.84,0.0,14.0,-1.08,2.03,1.43,1.93,Engineering,Ok,Good,0.0,0.0,0.0
Travis Clark,Other,male,1.0,USA,25.0,94618,1,2.79,0.22,3.0,2.34,0.0,51.0,-1.89,1.82,-0.79,-1.4,Quantitative,Ok,Bad,0.0,1.0,0.0
Charles Jensen,Caucasian,male,0.0,USA,26.0,95035,1,3.06,0.32,1.0,2.45,0.0,18.0,-3.22,0.33,-3.56,-2.62,Quantitative,Ok,Bad,0.0,1.0,0.0
Michael Repinski,Caucasian,male,0.0,USA,26.0,94040,1,2.66,0.12,1.5,2.3,0.0,2.0,3.48,0.77,-2.53,-2.32,Engineering,None,Bad,0.0,0.0,0.0
Leola Boyce,Caucasian,female,0.0,USA,23.0,94587,1,3.2,0.14,0.5,2.14,0.0,30.0,-1.02,4.23,4.49,3.36,Engineering,None,Good,0.0,0.0,0.0
Elva Weaver,Caucasian,female,1.0,USA,22.0,94609,1,2.56,0.48,1.0,2.03,0.0,50.0,-4.93,1.23,-2.05,-0.93,Humanities,None,Bad,0.0,1.0,1.0
Melvin Brown,Caucasian,male,0.0,USA,25.0,94304,1,2.38,0.3,2.0,1.67,1.5,19.0,-0.77,2.06,0.1,-0.15,Engineering,Ok,Good,0.0,0.0,0.0
Deborah Soderquist,Asian,female,0.0,USA,25.0,94544,1,3.28,0.6,3.0,3.68,0.0,32.0,1.5,0.71,-1.05,-1.0,Engineering,Ok,Good,0.0,0.0,0.0
Karen Flatt,African-American,female,2.0,USA,27.0,94014,1,1.88,0.2,0.0,-0.030000000000000027,1.5,43.0,-0.91,2.05,-0.63,0.19,Engineering,None,Good,0.0,1.0,1.0
Scott Duncan,Caucasian,male,2.0,Australia,24.0,94027,1,2.18,0.14,1.0,1.69,0.0,24.0,0.07,2.32,1.2,0.82,Engineering,None,Bad,0.0,1.0,1.0
Nicolas Beasley,Hispanic,male,0.0,USA,23.0,94085,1,3.16,0.3,0.0,2.54,2.5,10.0,0.5900000000000001,2.84,2.69,2.22,Quantitative,Ok,Bad,0.0,0.0,0.0
Giovanna Martinez,Caucasian,female,1.0,USA,31.0,94131,1,2.25,0.08,5.0,1.96,2.0,44.0,-0.44,0.27,-3.61,-2.99,Engineering,None,Good,0.0,1.0,1.0
Andrea Philson,Caucasian,female,1.0,USA,25.0,94707,1,2.75,0.22,2.0,1.96,0.0,60.0,-1.83,3.15,2.55,1.66,Sciences,None,Bad,0.0,0.0,1.0
Omar Seger,Caucasian,male,0.0,USA,26.0,94605,1,3.87,0.8,2.0,2.85,0.0,42.0,0.61,1.34,-0.25,-0.63,Engineering,Ok,Bad,0.0,1.0,0.0
Lawrence Funchess,Asian,male,2.0,USA,25.0,94566,1,2.15,0.26,0.5,2.14,0.0,35.0,-1.67,1.58,-3.16,-2.96,Sciences,None,Good,0.0,1.0,1.0
Michele Rusin,Asian,female,0.0,USA,26.0,94040,1,3.25,0.7,2.5,3.41,0.0,3.0,-2.29,1.3,-2.37,-1.54,Sciences,Very Good,Good,0.0,0.0,0.0
Lori Hallett,Caucasian,female,0.0,USA,25.0,94040,1,2.71,0.52,1.0,2.42,0.0,2.0,2.7,2.99,0.41,0.78,Quantitative,Ok,Bad,0.0,0.0,0.0
Juan Haskell,Other,male,0.0,USA,23.0,94503,1,2.62,0.24,1.0,1.71,0.0,82.0,-0.36,0.0,-4.51,-4.23,Engineering,Ok,Good,0.0,0.0,0.0
Joshua Brooks,Caucasian,male,0.0,USA,22.0,94085,1,3.14,0.36,0.0,2.75,0.0,9.0,0.36,2.6,-0.61,-0.01,Sciences,None,Good,0.0,0.0,0.0
Christine Knoy,Caucasian,female,0.0,USA,30.0,94709,1,2.12,0.5,1.5,2.81,2.0,59.0,0.24,0.99,-2.44,-1.84,Sciences,Very Good,Bad,0.0,0.0,0.0
Linwood Harris,Caucasian,male,0.0,USA,28.0,94973,1,3.18,0.4,2.0,2.8,0.0,87.0,-1.27,1.95,0.35,0.4,Quantitative,None,Good,0.0,0.0,0.0
Paul Vellucci,Hispanic,male,0.0,USA,21.0,95035,1,2.62,0.22,-2.0,1.6,0.0,18.0,0.21,2.7,2.17,2.16,Sciences,Ok,Good,0.0,0.0,0.0
Kelly Hervey,Asian,female,0.0,Australia,27.0,94720,1,2.91,0.76,4.0,3.24,0.0,58.0,-1.12,3.13,4.16,2.56,Engineering,Ok,Good,0.0,0.0,0.0
Merri Dagley,Caucasian,female,0.0,USA,23.0,94403,1,2.04,0.28,1.0,1.4300000000000002,0.0,26.0,-2.6,3.38,1.82,1.24,Engineering,Ok,Good,0.0,1.0,1.0
Nick Block,Caucasian,male,0.0,USA,27.0,94586,1,2.78,0.36,3.0,2.22,0.0,38.0,3.02,3.09,2.23,1.04,Engineering,Ok,Good,1.0,0.0,0.0
Pamela Jackson,Other,female,0.0,USA,23.0,94545,1,2.38,0.16,-1.0,0.1100000000000001,0.0,37.0,-2.02,1.38,-0.55,-0.93,Quantitative,Ok,Good,0.0,1.0,0.0
Palmer Drake,Caucasian,male,0.0,USA,23.0,94109,1,3.35,0.32,-1.0,2.62,0.0,48.0,0.83,2.16,0.02,0.22,Engineering,None,Bad,0.0,1.0,0.0
Christopher Feathers,Caucasian,male,0.0,USA,26.0,94061,1,2.65,0.48,1.5,2.19,0.0,22.0,-5.14,0.0,-4.86,-3.68,Humanities,Ok,Good,0.0,1.0,1.0
Belinda Warren,Hispanic,female,0.0,USA,25.0,94595,1,2.98,0.28,1.0,1.02,0.0,56.0,-1.61,2.41,1.25,1.04,Quantitative,Ok,Good,0.0,0.0,0.0
Tiffany Younger,Caucasian,female,0.0,USA,28.0,94040,1,3.22,0.44,3.5,2.75,0.0,1.0,0.29,3.09,3.91,3.83,Quantitative,Ok,Good,0.0,1.0,0.0
Leatrice Anderson,Hispanic,female,0.0,Australia,23.0,94028,1,2.75,0.4,2.0,1.23,0.0,23.0,-3.63,2.2,-2.14,-2.03,Quantitative,Ok,Good,0.0,0.0,0.0
Rita Eberle,Caucasian,female,0.0,USA,22.0,94542,1,2.42,0.3,0.0,0.89,0.0,41.0,1.32,2.25,0.54,1.0,Engineering,Very Good,Good,0.0,0.0,0.0
Craig Clark,Asian,male,0.0,USA,26.0,94089,1,2.91,0.4,2.0,2.28,0.0,11.0,-3.83,2.04,-0.67,0.42,Quantitative,Ok,Bad,0.0,0.0,0.0
Vincent Ruse,Caucasian,male,0.0,USA,28.0,94572,1,3.05,0.16,1.5,1.67,2.0,72.0,-0.42,2.69,2.19,1.5,Engineering,Ok,Good,1.0,0.0,0.0
Wesley Miller,Other,male,0.0,USA,22.0,94061,1,3.08,0.44,0.5,2.85,0.0,22.0,5.09,1.47,-1.87,-2.04,Engineering,None,Good,1.0,0.0,0.0
Alfredo Dawson,Hispanic,male,0.0,Mexico,25.0,94538,1,3.27,0.14,3.0,2.98,0.0,21.0,2.04,0.97,-2.0,-1.85,Sciences,Ok,Bad,0.0,0.0,0.0
William Hammons,Asian,male,0.0,USA,25.0,94402,1,3.67,0.64,2.5,3.1,0.0,28.0,0.41,1.69,-1.37,-1.54,Engineering,None,Good,0.0,0.0,0.0
Joy Phillips,Caucasian,female,0.0,USA,25.0,94087,1,3.07,0.22,1.0,2.47,0.0,12.0,1.46,1.05,-1.27,-1.31,Engineering,Ok,Good,0.0,0.0,0.0
Lawrence Nix,Asian,male,0.0,USA,25.0,94131,1,2.45,0.1,2.5,2.32,0.0,44.0,-4.49,0.74,-3.18,-2.35,Sciences,None,Good,0.0,1.0,0.0
Orval Jones,Caucasian,male,1.0,Australia,27.0,94087,1,2.54,0.38,2.5,2.36,0.0,12.0,2.44,3.52,0.85,0.46,Engineering,None,Bad,0.0,1.0,0.0
Stephanie Lewis,Caucasian,female,1.0,USA,29.0,94560,1,2.85,0.44,4.5,2.48,0.0,29.0,-2.4,2.56,-1.91,-1.89,Quantitative,Ok,Good,0.0,1.0,1.0
Tom Walker,African-American,male,0.0,USA,26.0,95134,1,2.84,0.24,0.0,2.86,0.0,16.0,-3.52,4.23,4.32,3.09,Humanities,None,Good,0.0,0.0,0.0
Kyle Curry,Caucasian,male,0.0,USA,25.0,94121,1,2.74,0.38,2.0,2.23,0.0,54.0,-1.51,0.05,-1.57,-0.88,Engineering,Ok,Good,0.0,1.0,1.0
Kimberly Smith,Caucasian,female,0.0,USA,23.0,94945,1,2.89,0.1,0.0,2.21,0.0,77.0,1.45,3.26,1.43,1.1,Engineering,None,Good,0.0,0.0,0.0
George Guevara,Caucasian,male,1.0,USA,28.0,94538,1,3.17,0.06,5.5,3.27,0.0,21.0,3.67,2.74,-0.15,-0.22,Engineering,None,Bad,0.0,0.0,0.0
Ethel Phillips,Asian,female,0.0,Australia,23.0,94040,1,2.75,0.16,1.5,2.06,0.0,4.0,1.08,2.07,0.46,1.4,Engineering,Ok,Good,1.0,1.0,0.0
Seth Lim,Caucasian,male,0.0,Australia,23.0,95002,1,2.68,0.2,2.0,1.51,0.0,15.0,0.97,3.07,3.62,3.49,Engineering,Ok,Bad,0.0,0.0,0.0
Timothy Thomas,Caucasian,male,0.0,USA,25.0,94131,1,3.89,0.36,3.5,3.8,0.0,44.0,3.06,3.11,0.54,0.56,Quantitative,Ok,Good,0.0,1.0,0.0
Kevin Thomen,Hispanic,male,0.0,USA,23.0,94618,1,2.49,0.44,0.0,2.8,0.0,51.0,-1.29,3.15,0.52,0.56,Humanities,Ok,Good,1.0,0.0,0.0
Alfred Jackson,Caucasian,male,1.0,USA,34.0,94040,1,2.99,-0.06,6.5,2.95,3.0,2.0,2.17,2.42,1.06,0.68,Engineering,None,Bad,0.0,0.0,0.0
Kenneth Hanselman,Caucasian,male,1.0,Canada,27.0,95002,1,2.7,0.42,2.0,1.67,0.0,14.0,2.79,2.08,-0.17,-0.49,Sciences,None,Good,0.0,1.0,1.0
David Wilburn,Hispanic,male,0.0,USA,24.0,94025,1,2.63,0.36,1.0,2.52,0.0,20.0,-0.24,1.26,-2.96,-2.28,Quantitative,Very Good,Bad,0.0,1.0,0.0
John Baker,Asian,male,2.0,China,25.0,94533,1,2.24,0.38,1.0,2.15,0.0,80.0,-1.59,1.33,0.66,1.39,Engineering,Ok,Good,0.0,1.0,0.0
Justin Lynch,Caucasian,male,0.0,USA,24.0,94040,1,2.2,0.5,1.0,1.67,0.0,1.0,-1.76,4.04,4.14,4.57,Sciences,None,Good,0.0,1.0,1.0
Larry Merriman,Hispanic,male,1.0,Mexico,25.0,94707,1,3.05,-0.1,2.0,2.45,0.0,60.0,-1.27,2.66,0.79,-0.26,Humanities,Ok,Good,0.0,1.0,0.0
Bobby Rivett,African-American,male,0.0,USA,25.0,94070,1,3.21,0.28,3.0,3.06,0.0,27.0,1.7799999999999998,0.36,-2.0,-2.18,Engineering,None,Good,0.0,0.0,0.0
Brittney Butts,Asian,female,1.0,Australia,27.0,94544,1,2.55,0.24,4.5,2.66,0.0,32.0,2.01,1.06,-3.1,-2.08,Sciences,None,Good,0.0,1.0,0.0
Norma Henry,Caucasian,female,0.0,USA,22.0,94605,1,2.79,0.32,0.0,2.2,0.0,42.0,-0.19,0.73,-1.02,-0.62,Engineering,None,Bad,0.0,0.0,0.0
Eddie Donaldson,African-American,male,1.0,USA,21.0,94578,1,2.34,0.6,0.0,2.8,0.0,39.0,0.14,4.58,4.18,3.35,Engineering,Ok,Bad,0.0,1.0,1.0
Kenneth Messer,Caucasian,male,0.0,USA,26.0,94598,1,3.28,0.46,2.0,3.41,0.0,67.0,-1.09,0.0,-3.55,-2.22,Quantitative,Ok,Bad,0.0,0.0,0.0
Adele Arciba,Caucasian,female,1.0,USA,23.0,94087,1,1.99,0.4,0.0,2.31,0.0,12.0,0.1,2.07,0.37,0.4,Quantitative,None,Bad,0.0,0.0,0.0
Heidi Cheatwood,Asian,female,1.0,USA,23.0,94720,1,3.11,0.32,1.0,3.08,0.0,58.0,-3.55,2.23,1.9,2.4,Engineering,Ok,Good,0.0,1.0,0.0
Eugene Schneider,Hispanic,male,0.0,USA,25.0,94089,1,1.87,0.04,0.0,0.87,0.0,11.0,-1.59,3.34,3.52,2.15,Engineering,None,Bad,1.0,0.0,0.0
Chris Roberts,Other,male,0.0,Australia,26.0,94043,1,3.42,0.5,3.0,3.47,0.0,5.0,-0.29,1.79,-0.43,-0.54,Engineering,None,Bad,1.0,0.0,0.0
Ann Salinas,Hispanic,female,1.0,Mexico,28.0,94560,1,3.11,0.48,3.0,1.39,0.0,29.0,-1.78,1.36,-1.11,-0.69,Engineering,None,Bad,0.0,1.0,0.0
Nicholas Gallagher,Caucasian,male,1.0,USA,28.0,94040,1,2.24,0.56,0.0,2.35,4.5,2.0,4.13,1.0,-1.26,-1.44,Quantitative,None,Good,1.0,1.0,0.0
Blake Vitucci,Caucasian,male,0.0,USA,23.0,94022,1,2.45,0.22,1.0,1.89,0.0,13.0,2.64,3.44,1.82,1.75,Sciences,Ok,Good,1.0,0.0,1.0
Dennis Godfrey,Caucasian,male,1.0,USA,28.0,94043,1,2.91,0.06,2.0,2.57,1.5,5.0,-1.07,2.71,0.29,0.27,Engineering,Ok,Good,0.0,0.0,0.0
Renato Guerette,Caucasian,male,0.0,Australia,25.0,94402,1,3.47,0.46,1.0,2.84,3.5,28.0,2.3,2.6,0.78,0.58,Engineering,None,Bad,0.0,0.0,0.0
Edgar Mills,Caucasian,male,0.0,USA,24.0,94539,1,2.7,0.24,2.5,2.12,0.0,25.0,0.4,0.66,-1.78,-1.59,Engineering,Ok,Good,0.0,0.0,0.0
Rebecca Delgado,Caucasian,female,0.0,USA,24.0,94085,1,2.7,0.58,0.0,2.0500000000000003,0.0,9.0,-0.25,1.24,-1.97,-1.82,Sciences,Ok,Bad,0.0,1.0,1.0
Mary Most,Caucasian,female,0.0,USA,22.0,94025,1,3.06,0.2,1.0,2.12,0.0,20.0,1.68,1.97,-1.47,-1.55,Engineering,Very Good,Bad,0.0,0.0,0.0
Robert Cline,Asian,male,1.0,USA,22.0,95002,1,2.74,-0.06,0.5,1.61,0.0,15.0,1.93,1.37,-3.13,-3.09,Humanities,None,Good,0.0,0.0,1.0
Penelope Kriegel,Hispanic,female,1.0,USA,20.0,94061,1,2.72,0.22,-1.0,-0.4199999999999999,0.0,22.0,1.59,0.81,-3.21,-2.78,Sciences,Ok,Bad,0.0,0.0,1.0
Charles Hernandez,Caucasian,male,0.0,USA,22.0,95620,1,2.58,0.42,0.0,2.19,0.0,111.0,-6.34,0.8,-2.8,-2.67,Quantitative,Ok,Bad,0.0,1.0,0.0
Leticia Silva,Caucasian,female,1.0,USA,23.0,94010,1,2.71,0.48,0.0,1.94,0.0,33.0,0.98,2.7,1.34,0.54,Quantitative,Very Good,Good,0.0,1.0,1.0
Kimberly Tramel,African-American,female,1.0,USA,22.0,94010,1,3.3,0.34,-1.0,0.6200000000000001,0.0,33.0,-0.03,2.22,0.26,0.49,Engineering,None,Good,0.0,1.0,1.0
Juan Knopp,Caucasian,male,1.0,USA,23.0,95035,1,2.62,0.24,0.5,1.82,0.0,18.0,1.32,0.57,-2.34,-1.36,Humanities,Ok,Bad,0.0,1.0,1.0
Virginia Breitbart,Hispanic,female,1.0,USA,25.0,94618,1,2.26,0.36,2.5,1.06,1.0,51.0,-1.07,0.65,-3.88,-3.11,Quantitative,None,Bad,0.0,1.0,0.0
Lashonda Nally,Hispanic,female,0.0,Mexico,26.0,94542,1,2.26,0.14,5.0,0.7799999999999998,0.0,41.0,0.46,2.47,1.71,1.85,Engineering,None,Bad,0.0,1.0,1.0
Shane Lucas,Asian,female,0.0,Canada,27.0,94545,1,3.06,-0.02,4.0,1.83,0.0,37.0,-0.23,3.35,0.63,1.28,Quantitative,None,Bad,1.0,0.0,0.0
Hans Corbin,Asian,male,1.0,USA,26.0,94010,1,2.78,0.14,1.0,1.42,0.0,33.0,-0.83,2.07,-0.77,-1.74,Quantitative,None,Bad,0.0,1.0,1.0
Nicole Sierra,Caucasian,female,1.0,USA,21.0,94587,1,2.39,0.04,-1.0,1.08,0.0,30.0,1.08,2.06,-0.22,0.35,Engineering,Ok,Bad,0.0,1.0,1.0
Carlos Jeanlouis,African-American,male,0.0,USA,26.0,94609,1,2.15,-0.02,0.0,1.0,1.0,50.0,-1.15,2.31,2.22,1.12,Quantitative,Ok,Good,0.0,0.0,1.0
Carlos Whitten,Caucasian,male,0.0,USA,22.0,94503,1,3.57,0.26,0.0,2.48,0.0,82.0,-2.42,2.07,0.45,-0.75,Quantitative,None,Good,0.0,1.0,0.0
James Mccabe,Caucasian,male,0.0,Australia,25.0,94544,1,2.29,0.32,2.5,1.75,0.0,31.0,-1.93,2.52,0.93,0.82,Engineering,Ok,Good,0.0,1.0,1.0
Joel Eden,Caucasian,male,0.0,USA,28.0,94941,1,2.95,0.34,3.0,2.58,3.0,75.0,1.96,2.03,-0.18,-0.62,Engineering,Ok,Bad,0.0,0.0,0.0
Leland Smith,African-American,male,0.0,USA,28.0,94040,1,3.37,0.38,3.0,3.03,0.0,1.0,2.73,1.88,-0.6,-0.69,Engineering,None,Bad,0.0,1.0,0.0
Delia Vanetten,Asian,female,0.0,USA,22.0,94105,1,2.78,0.02,-2.0,1.1,0.0,45.0,-1.9,1.51,-0.73,-0.65,Engineering,Ok,Bad,0.0,1.0,1.0
James Ledesma,African-American,male,0.0,USA,25.0,94085,1,2.93,0.54,1.5,3.3,0.0,9.0,4.43,0.6,-1.7,-0.73,Quantitative,Very Good,Good,0.0,0.0,0.0
Margaret Pischke,Asian,female,0.0,China,23.0,94028,1,2.66,0.08,1.0,1.39,0.0,23.0,0.21,2.53,1.78,1.35,Engineering,None,Good,0.0,0.0,1.0
David Roberts,Asian,male,0.0,USA,26.0,94954,1,2.52,0.08,4.0,1.84,0.0,93.0,-2.27,1.22,-1.19,-1.37,Engineering,None,Bad,0.0,1.0,1.0
Kevin Allen,Caucasian,male,0.0,USA,24.0,94131,1,2.51,0.02,0.0,1.06,0.0,44.0,-0.89,1.18,-0.33,-0.28,Engineering,Ok,Good,0.0,1.0,1.0
Bessie Ward,Caucasian,female,0.0,USA,23.0,94549,1,3.11,0.26,0.0,1.88,0.0,53.0,-5.08,2.63,2.46,1.72,Quantitative,Ok,Bad,0.0,1.0,1.0
Tyrone Fennell,Caucasian,male,0.0,USA,24.0,94040,1,3.15,0.24,0.5,2.13,3.0,1.0,1.65,0.43,-2.04,-1.82,Sciences,None,Good,0.0,1.0,1.0
Angela Manjarrez,Caucasian,female,1.0,USA,25.0,94542,1,3.55,0.36,1.0,2.5900000000000003,2.0,41.0,0.44,1.86,-2.15,-1.47,Engineering,None,Bad,0.0,1.0,0.0
Anne Mcdougall,Caucasian,female,0.0,USA,21.0,94603,1,2.7,0.14,-2.0,0.6699999999999999,0.0,40.0,-1.52,0.7,-3.63,-1.88,Quantitative,None,Bad,0.0,0.0,0.0
