Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Sex,Age,Education,Educational Prestige,Criminal Record,Arrest Records,LinkedIn Score,Responsible Social Media Use,HireVue Score,origin_Australia,origin_Canada,origin_China,origin_India,origin_Mexico,origin_United States,degree_Engineering,degree_Humanities,degree_None,degree_Quantitative,degree_Sciences,sport_Club/Intramural,sport_NCAA/Professional,sport_None,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Other,Job Tenure,Military Tenure,Employee Referrals,Arrest Record,Performance
Dawn Gorham,2.725256986,51.51074244,0,3.419394047,2.638085262,0,2.527075569,0.28480144,1,28,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.366708393,0.759644098,0,0,0
Mary Deemer,2.725180801,15.71553648,2,2.273530149,3.812759448,0,6.81752234,0.585787834,1,35,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,4.600465627,2.781500074,1,0,2
Frank Park,2.725105504,38.79793587,0,0.957528776,0.969086458,0,-1.838869041,-1.592532251,0,29,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2.151759835,1.550182405,0,0,-2
Gregory Fox,2.725057303,10,1,2.627984612,2.547194963,0,-0.032656327,-0.155539467,0,26,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,5.544612853,3.150047187,0,0,-2
Kenneth Jordan,2.724690503,20.82543013,2,1.769154782,4.438107936,0,7.077409843,0.070621456,0,35,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3.564478959,1.899028239,1,0,2
Jonathan Mazur,2.724633164,14.16912243,0,1.791161318,2.326866578,0,2.508054691,-0.005097184,0,25,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.154586177,2.539805395,0,0,-2
Linda Finch,2.724459673,71.39515185,1,0.868465658,1.642858133,0,-0.546360597,-1.565078896,1,23,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.260478786,0.666431544,0,1,-2
Thomas Starnes,2.724130501,39.90761737,0,2.805985266,2.362502182,0,3.172530616,0.217805932,0,25,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.850506088,1.534303704,0,0,-2
Nathan Mclamb,2.724020573,87.67781998,0,1.620614121,3.098530464,0,4.0623396,-1.096285393,0,32,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-2
Martin Waddle,2.723935085,15.20295114,1,2.960315214,2.967959193,0,2.77096645,-0.996258604,0,33,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.540607873,2.865352631,0,1,-2
Erin Bonanno,2.723865781,21.83111387,2,2.539742627,3.872495483,0,7.121243148,0.332718424,1,27,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.160199597,1.808929047,1,0,2
Lonnie Hein,2.723832443,18.26020995,1,1.459586876,2.291035706,0,1.648325152,0.433480089,0,26,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4.165546105,2.569687601,0,0,-1
Pamela Gonzalez,2.723761465,23.01824009,0,0.970008887,1.414012865,0,2.009876754,-1.017046738,1,29,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3.154071468,2.109105052,0,1,-2
David Arnold,2.72373904,56.22313873,0,1.607847088,1.592485302,0,0.852403429,0.009510474,0,26,1,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.430549659,0.854228583,0,0,-2
Armida Bernacchi,2.723660113,28.09067772,1,2.077309124,3.669915827,0,6.176599404,-0.051023756,1,33,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.72061299,1.487195332,0,0,2
Lance Hosler,2.723437479,42.18573548,2,0.741175294,3.049924404,0,4.803230169,0.525018224,0,25,2,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2.239512109,1.540832493,1,0,2
Melissa Kuhns,2.722666475,23.26227724,1,1.469929271,1.658206634,0,2.414656081,0.178407395,1,23,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3.441250131,2.23696682,0,1,-2
Kathleen Lucas,2.722461287,36.17972997,1,0.826213217,2.53430077,0,6.845824801,-0.690240264,1,24,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2.480159593,1.610637436,0,0,-2
Estefana Tuck,2.722373799,23.80663788,0,2.107868412,2.960620601,0,5.160428126,-0.759607046,1,25,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3.490225432,1.918428942,0,0,-2
Ava Coffman,2.722287392,40.81181987,0,3.095668175,2.083051486,0,-0.905604127,-0.584801759,1,27,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1.705470488,1.22999046,0,0,-2
Norma Staton,2.722281131,37.36477308,0,1.202966033,2.395666414,0,1.39373868,-0.559736025,1,28,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3.09761812,2.20210122,0,0,-2
James Bernstein,2.722260111,35.58623082,2,1.855769731,3.615821365,1,11.18064524,0.877128688,0,30,1,2,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2.760721732,2.3026494,1,0,2
Joseph Atwood,2.72221691,16.34310933,0,1.428578006,1.640188422,0,-4.730327476,-2.435126521,0,29,1,3,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,4.741514895,2.897211381,0,0,-2
Bruce Shoup,2.722140334,64.04956137,0,0.847598702,1.717408832,0,0.255442156,-0.05845098,0,27,0,0,0,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.324191256,0.6221626,1,1,-2
Linda Moser,2.721960348,44.07308239,0,1.479641314,2.300345202,0,2.867125473,0.48200628,1,31,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1.854248778,1.562451305,0,0,-1
Lena Carr,2.721915244,71.7744479,0,0.837536455,2.54757676,0,5.728419091,-0.20281555,1,30,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.343306077,0,0,-2
Karen Cashman,2.721787361,41.19116152,0,2.576063782,3.721592314,0,4.868610998,-0.42108143,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.348178106,1.642448347,0,0,-1
Jane Biderman,2.721629615,46.65124808,0,2.129762273,2.113978818,0,4.785483312,-0.347206044,1,26,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.54374205,1.22919123,0,1,-2
Carol Adams,2.72153859,84.18722491,1,2.001618766,1.130008109,0,-2.778620491,-1.934247026,1,33,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.256069812,1,1,-2
Eugene Anderton,2.721397674,11.76214447,2,1.693902635,4.15162252,0,9.255738711,0.740450299,0,22,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,4.611388293,2.780828277,0,0,2
Patrick Morrison,2.721201134,23.5738922,2,2.707911865,3.881967901,0,4.451802845,0.808361458,0,25,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,3.277178361,1.975492859,1,0,2
Bessie Cyr,2.721150821,46.60625446,0,2.993262378,2.182808775,0,-1.901354812,-1.752729994,1,29,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.572236284,1.304573674,0,0,-2
Melissa Grulkey,2.721049246,34.37084042,1,3.057398387,2.655651672,0,3.462570272,-0.245613646,1,25,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2.527486334,1.613868906,0,1,-2
Donald Mundy,2.720883119,51.50092476,1,0.826503381,2.123465358,0,2.700088532,0.080328092,0,31,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1.422702927,0.915737247,0,1,-2
Ryan Jones,2.720803462,20.61899323,0,2.470616956,2.230444243,0,1.060818257,-0.235309757,0,33,1,3,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3.700998005,2.375456846,0,0,-2
Barbara Dobbins,2.720786418,41.38955281,0,1.991357653,3.149574236,0,3.457719512,0.107309149,1,25,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.772447875,1.365096484,0,0,1
Wilma Milliner,2.720688311,4.558092606,0,2.569661137,2.347747332,0,2.053831924,0.668378097,1,26,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.929651503,2.968192976,0,0,-1
Joyce Pease,2.720685538,52.46927829,0,1.733609182,2.782399251,0,2.288780309,-0.822625644,1,37,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1.022538311,0.722089437,0,0,-2
Sammy Locorriere,2.720663652,16.66655212,0,1.854904507,3.218628404,0,3.633269589,-0.523898391,0,24,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.758710272,2.481614672,0,0,0
Robin Mendez,2.720035362,28.58623746,0,2.06096813,3.122524325,0,6.813512762,-0.427856694,1,37,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.134329014,2.096990297,0,0,0
Paul Campbell,2.719949557,12.53435525,2,1.007146016,3.276325354,0,7.89645381,0.608171713,0,28,1,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.796301479,2.861119992,1,0,2
Kenneth Byrne,2.719531518,49.42060694,0,2.754984045,3.774815005,0,8.428940078,0.58964223,0,24,2,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.186200095,1.04189257,0,0,2
Vernon Graybill,2.719241027,51.05687457,0,1.85885355,2.946509483,0,5.469002197,-0.013955645,0,21,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1.443325632,1.365662709,1,0,1
Richard Lashbrook,2.718822225,21.59681484,0,0.050940251,1.865906561,0,2.701318371,-0.368677651,0,29,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.749000862,2.386189479,0,0,-2
Kerry Otis,2.718146345,18.00586185,0,2.362551174,2.507010672,0,2.272449368,-0.468232943,0,21,1,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,3.623379228,2.282225391,1,1,-2
Charles Jones,2.717722496,15.23721287,0,1.448419675,2.886691036,0,3.7607371,-0.508969181,0,24,1,2,0,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4.161377175,2.819234998,0,0,-1
Mary Walker,2.717620443,12.18084043,0,2.081567223,2.199413407,0,3.448830603,0.131419302,1,26,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4.173454761,2.6178633,1,0,-2
Charles Nichols,2.717492613,41.02040978,0,1.459793193,2.528482276,0,5.680810338,0.081114153,0,24,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1.875516349,1.53120707,0,0,0
Noah Weddle,2.717293437,61.63838904,2,0.393129893,2.854756575,0,7.463085185,-0.395179916,0,29,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.743660163,0.952284122,0,0,0
Jason Bass,2.717193773,11.64344937,0,1.775590848,2.589292224,0,4.123693434,0.282039225,0,30,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4.453841221,2.80600714,0,0,0
Mary Ball,2.717175203,14.81749057,1,2.261185509,2.454357111,0,2.189007209,-0.105668138,1,34,1,2,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,4.670301806,2.909786451,0,1,-2
Russell Avent,2.717019788,54.47549266,2,2.40083417,3.753507963,0,2.771404385,0.129549909,0,36,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.423878954,0.886092007,1,1,2
Beth Zymowski,2.716983009,30.7727111,0,3.71290225,2.600879845,0,3.628745632,0.488682818,1,33,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.755131557,2.213619688,0,0,0
George Lee,2.716932907,21.31947974,0,2.843184676,3.501027631,0,5.201526001,-0.144409152,0,27,2,2,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.522528237,2.090890174,0,0,1
My Lyles,2.716866776,17.03239308,0,0.28366291,2.519809918,0,0.557032064,-1.064875719,1,25,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3.724481148,2.159406511,1,0,-2
Robert Johnson,2.716716059,3.484152462,0,1.857164182,2.494889477,0,3.80817607,0.197094767,0,27,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.842990817,2.775184441,0,0,1
Charles Alvarado,2.716529857,9.885971855,0,1.800520261,2.356925585,0,3.237062684,0.031349257,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.550346755,2.900047279,0,0,-2
Kenneth Bunting,2.71640746,39.55241463,0,1.543342763,2.952161407,0,5.904155668,0.178942953,0,23,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1.800803734,1.357360276,0,0,0
Miguel Lutz,2.71628026,10,0,2.507840158,2.773276911,0,4.501001154,-0.390278294,0,25,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,5.975427971,3.478559941,0,0,-2
Charles Klepchick,2.716065963,10,0,1.708757418,2.190002054,0,3.393058145,0.630703246,0,27,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,6.371136963,3.657755526,0,0,1
Chris Holifield,2.716027609,49.22481638,0,3.409863398,3.310580832,0,4.227745577,-0.097202074,0,40,1,1,0,0,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1.181272845,0.909387606,0,0,2
William Henry,2.715988525,46.02941377,0,3.000264096,3.045822009,0,3.7886596,1.043634475,0,30,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2.032245497,1.553980486,0,0,2
Eleanor Frey,2.715891529,48.197064,0,2.409290962,3.335173319,0,4.515657756,0.916453938,1,32,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1.257226044,0.946783636,0,0,2
Rita Dowker,2.715784447,35.49135062,0,0.683212447,1.739097829,0,1.138563539,-1.401073486,1,26,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.049747566,1.510095093,0,1,-2
Jerry Edwards,2.715754118,30.85959447,0,1.918757798,3.11146685,0,6.530797447,0.389490037,0,25,1,2,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3.252646612,2.232772619,0,0,1
Joseph Fry,2.715660026,27.73948215,1,1.914003081,2.008669216,0,1.111453016,-0.737811386,0,25,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3.049937418,2.116821387,0,1,-2
Mildred Tijerina,2.715554619,2.980404353,0,0.777738563,2.146085662,0,-0.260366747,-1.513378081,1,26,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.421657618,2.582840182,1,1,-2
Petra Secrease,2.715375036,34.16465553,0,1.658959978,2.498734339,0,2.829722968,-0.852742022,1,26,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2.384081139,1.624066988,0,0,-2
Roberta Richeson,2.715369576,15.29466975,0,1.816606333,3.374598208,0,4.11061123,-0.37635189,1,29,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4.886519961,2.963105346,0,0,0
Elizabeth Boyd,2.715327215,41.98601129,1,2.53855526,3.45949814,0,4.43761218,0.44924494,1,27,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.856323247,1.3405961,1,1,2
Elliot Thrasher,2.715208074,30.40310335,1,1.207680423,2.195089634,0,4.370196116,-0.046974799,0,23,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3.5710576,2.421426243,0,1,-2
Dawna Waller,2.714778719,27.24880118,0,1.61911514,2.235307913,0,2.597549036,-1.238754452,1,26,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2.882106364,1.886774101,0,1,-2
Helen Price,2.714736574,37.35504597,2,3.195159011,3.626158848,0,4.486153073,0.306624677,1,24,1,1,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.35870497,1.719835878,1,0,2
James Jacobs,2.714138966,14.36944894,0,1.034200708,3.08464424,0,6.255592951,0.174244914,0,28,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4.197029952,2.395233424,0,0,0
Jason Brown,2.714046442,6.722083057,1,2.250989656,2.934916488,0,2.554159713,0.141672672,0,25,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,5.006403395,2.925821212,0,0,1
Cynthia Dunlap,2.713439213,49.06565053,0,3.165786607,2.866314437,0,1.276416722,-0.07142639,1,28,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.998658279,1.660833136,0,0,0
John Deleon,2.713438176,23.70830899,0,1.955587346,2.884550855,0,2.584968948,-0.584676038,0,27,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3.249269152,2.067632562,0,0,0
Donna Bowman,2.713370532,6.293859083,0,1.232744199,3.347358871,0,6.706560694,-0.630023381,1,29,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.916545014,3.066494795,0,0,-1
Michael Ramirez,2.713109598,45.91224417,1,2.039197594,3.011921134,0,7.878236238,1.795966868,0,23,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2.142671679,1.299894127,1,0,2
James Murillo,2.71291336,10,0,1.910129395,2.763117768,0,5.803453072,0.970552241,0,23,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,6.481807739,3.5992348,1,1,1
Beth Schultz,2.712674821,37.99151757,1,-0.259657905,0.842625468,0,1.574343337,-1.46069421,1,25,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2.384908881,1.742875222,0,1,-2
Ryan Munos,2.712650086,22.89706441,0,2.663813864,2.416975993,0,3.853108647,-0.061746517,0,24,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.291113088,1.942045532,0,0,-2
Michael Rios,2.71250407,36.81245221,2,2.343851462,2.92168541,0,0.076794266,-0.168648821,0,24,1,3,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2.944216549,1.902909488,0,0,-1
Jane Jackson,2.712365224,10,0,2.740561248,2.735868455,0,0.485249283,0.081311058,1,31,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6.108378801,3.467047214,1,1,-2
Kathrine Denoon,2.712272291,56.14666978,1,3.255062874,3.161395535,0,4.263657709,-0.083231959,1,28,1,3,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.450625439,0.938554809,0,0,-1
Natalia Lewis,2.712196096,10,1,3.137770997,2.500246443,0,1.605131435,0.268614694,1,24,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.46422528,3.614729921,0,0,-2
Mark Dudziak,2.711950966,51.05634979,0,1.911551154,2.939117494,0,4.963433117,-0.161205054,0,27,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0.971748437,0.983790209,0,0,-1
Hector Reichmann,2.711941426,25.20500464,0,3.083225743,3.581120778,0,4.814735982,0.297107289,0,23,2,2,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3.295473856,1.923131587,0,0,2
Stephen Wade,2.711925114,22.25258446,0,2.27618017,3.095481637,0,4.146915476,-0.185146678,0,28,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4.132859538,2.296163107,0,0,1
Benjamin Harwood,2.711865415,10,0,0.628506768,2.60684329,0,4.517023673,0.39122253,0,32,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8.194642657,4.559946443,0,0,1
David Tran,2.711826818,15.09711422,0,0.686506009,2.505771078,0,6.611034961,0.14868873,0,27,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4.201294601,2.627037602,0,0,-1
Robert Aguilar,2.711632637,27.59643376,0,1.69462468,2.243217445,0,0.470157519,-0.584658195,0,27,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.48427734,2.084242383,0,0,-2
Anna Carlisle,2.711516812,23.3619173,0,1.903794459,2.82890461,0,1.636141892,-0.028915652,1,25,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,3.271504957,2.1646378,1,0,1
Catherine Clark,2.710618248,62.54798573,0,1.823275809,2.0560293,0,2.02076332,-0.889545385,1,26,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.115275203,0.770074799,0,1,-2
Mary Thompson,2.710189905,61.22355744,0,0.750695759,2.239222541,0,3.191940572,-0.899651475,1,29,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.748238717,1.111300289,0,0,-2
Sylvia Hickson,2.710041243,71.84481595,0,1.832376396,2.243143668,0,2.754965158,-1.290135636,1,34,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.250887963,0,1,-2
William Osullivan,2.709938909,23.097141,1,2.864219144,2.518708607,0,5.538062764,0.255827166,0,26,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3.709982441,2.571205129,0,1,-2
Darlene Mayfield,2.70986807,41.80212961,0,1.893788594,2.854770152,0,4.959574819,0.82633934,1,26,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2.199812099,1.518192227,0,0,1
Pablo Johnson,2.709666327,18.65576913,0,0.918242712,2.271896979,0,2.685389558,0.146393238,0,33,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.332135362,2.659140573,0,0,-2
Barry Dower,2.709636974,15.88120475,0,2.403446684,2.749090871,0,3.929854768,0.188170962,0,28,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,3.994681991,2.471894849,0,0,0
John Becker,2.708938181,33.09627633,0,2.71661594,1.335609344,0,0.536926268,-1.253924535,0,30,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2.743438705,1.968468545,0,1,-2
Willie Stinson,2.708627551,15.86132184,0,1.161241809,2.523368196,0,4.215540792,-0.329715221,0,21,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4.686632343,2.789015533,1,0,-2
Robert Walters,2.708520527,44.97920679,0,2.138466658,2.540395419,0,2.121278668,0.25111017,0,25,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.320405191,1.186685112,0,0,0
Frank Clark,2.708055651,11.11642774,0,1.351349541,3.103169762,0,5.103188069,0.218913221,0,24,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.305237812,2.744071888,0,0,0
Christopher Joyce,2.707610413,9.608357098,0,2.655678489,2.355590912,0,-2.26265638,-0.48948778,0,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.422541822,2.841357349,0,0,-2
Richard Porter,2.707195838,50.67649414,1,1.791408292,2.320988638,0,2.510015495,0.021278995,0,28,1,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1.655479668,1.309146454,0,1,-2
Brian Simmons,2.706627231,17.41109895,0,1.687531212,2.77895686,0,3.764180756,0.009643035,0,22,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3.232958051,2.150781019,0,0,-1
Ingrid Stewart,2.70655534,21.09155216,0,3.256185364,2.780589061,0,3.091810369,-0.822833328,1,21,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4.109462873,2.551633048,0,0,-2
Trudy Niss,2.705677056,16.6673149,0,1.667163823,2.761024288,0,8.664791126,1.157049031,1,25,1,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3.866035726,2.300815241,0,0,1
Thomas Freeman,2.705328669,41.02345968,0,1.852772288,2.58422972,0,4.668081176,-0.758635842,0,24,1,2,0,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2.046688115,1.729761464,0,1,-2
William Fennell,2.705208567,59.86597933,2,2.089764896,3.125768944,0,6.233074513,1.021047007,0,27,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.667582254,0.79061747,1,0,2
