,Names,GPA,Avg Commute Time,Cultural Fit,Technical Aptitude,Soft Skills,Employee Referral,Years of Experience,Leadership Capability,Race,Sex,Age,Birth Origin,Education,Undergraduate Degree,Educational Prestige,Sports,Criminal Record,Arrest Record,LinkedIn Score,Responsible Social Media Use,HireVue Score
7354,George Dyer,2.947354554,81.14230044,0,1,0,0,2,0.868678405,0,0,30,United States,2,Quantitative,2,None,0,0,0,1,2
7355,Catherine Holloway,2.981806794,4.844703296,0,2,0,0,4,0.18980333,0,1,21,United States,1,Humanities,1,Club/Intramural,0,0,1,1,0
7356,Stephen Tebow,3.380200291,44.21563312,1,1,0,0,5,0.526492325,2,0,28,United States,1,Quantitative,2,Club/Intramural,0,0,0,1,1
7357,Leonard Roach,3.175113972,15.34373867,1,4,0,0,4,0.511565495,0,0,29,United States,1,Sciences,2,None,0,0,1,1,1
7358,Ralph Small,3.088985275,68.20469913,0,2,0,0,2,0.53737518,0,0,23,United States,1,Humanities,2,None,0,0,1,1,0
7359,Edward Larson,3.593716678,31.14601655,2,0,0,0,1,0.385253595,0,0,34,United States,1,Sciences,2,None,1,1,1,1,2
7360,Nichole Finch,3.456075203,70.49905036,0,1,0,0,0,0.617135463,0,1,30,United States,1,Engineering,2,Club/Intramural,0,0,0,1,0
7361,Caprice Baker,3.324977253,30.32466626,2,2,0,0,1,0.53536671,2,1,24,United States,2,Sciences,2,None,0,0,1,1,1
7362,Clair Grammer,2.102955171,5.245833374,2,1,0,0,4,0.511639421,0,1,32,United States,1,Humanities,3,Club/Intramural,0,0,1,1,2
7363,John Williams,2.850514076,59.04076051,0,2,0,0,4,0.71190881,2,0,31,United States,2,Engineering,1,None,0,0,0,1,0
7364,Jeffrey Walsh,3.331760567,32.23949401,1,1,0,0,2,0.164265309,2,0,26,Mexico,1,Sciences,2,None,0,0,0,1,1
7365,David Averitt,3.887154698,16.65691538,0,2,0,0,3,0.404026187,0,0,24,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
7366,Lucille Turner,3.041653195,11.18182402,0,1,0,0,2,0.370150468,0,1,23,United States,2,Engineering,2,Club/Intramural,0,0,2,1,1
7367,Laurel Wedel,2.340890976,35.49915478,0,3,0,0,3,0.762415474,1,1,24,United States,1,Sciences,1,Club/Intramural,0,0,1,1,1
7368,Marie Rushing,2.822782667,41.39936881,2,2,0,0,4,0.421823429,0,1,28,Australia,1,Sciences,1,NCAA/Professional,0,0,2,1,0
7369,Jack Galvin,2.854177471,12.12719339,1,4,0,0,3,0.919669545,2,0,31,United States,1,Sciences,2,None,0,0,1,1,2
7370,Elizabeth Bramlett,3.274740311,41.05012972,2,0,0,0,0,0.550827672,0,1,23,United States,1,Humanities,2,None,0,0,1,1,0
7371,George Bean,2.153613123,39.71503024,0,0,0,0,2,0.66306618,0,0,29,China,2,Engineering,2,None,0,0,1,1,1
7372,Gabriel Brown,3.19415492,29.75076994,2,1,0,0,2,0.509626468,0,0,23,United States,1,Engineering,3,None,0,0,1,1,2
7373,Brian Lemon,3.613021193,31.47239203,0,0,0,0,5,0.199260359,0,0,23,United States,1,Quantitative,2,Club/Intramural,0,0,2,1,2
7374,Ruth Schwartz,2.973638159,9.997018771,1,0,0,0,1,0.51451531,0,1,29,United States,1,Quantitative,1,Club/Intramural,0,0,1,1,1
7375,Chad Thomas,3.177252205,29.45048336,2,1,0,0,2,0.30622999,0,0,30,United States,1,Quantitative,2,None,0,0,1,1,0
7376,Arthur Casanova,3.404122758,66.53178548,0,4,0,0,1,0.330592634,0,0,30,United States,1,Engineering,3,Club/Intramural,0,0,1,1,1
7377,Joseph Thompson,3.245328203,57.36968171,1,4,0,0,5,0.181055677,2,0,32,United States,2,Engineering,1,Club/Intramural,0,0,1,1,1
7378,Heather Cumberland,3.306265647,46.87185696,0,0,0,0,4,0.738403084,0,1,24,Canada,2,Quantitative,1,Club/Intramural,0,0,0,1,2
7379,Ana Ellington,2.937733659,66.90717014,2,2,0,0,6,0.20582807,0,1,27,United States,2,Humanities,3,Club/Intramural,0,0,1,1,0
7380,Vernon Bullard,3.385521598,60.56944279,1,3,0,0,1,0.290467047,0,0,29,United States,2,Quantitative,1,None,0,0,1,1,0
7381,Alton Jamison,3.455453095,0.152814985,1,3,0,0,5,0.317591064,3,0,29,United States,1,Humanities,1,Club/Intramural,0,0,1,1,0
7382,Jerry Coughlin,2.400909,16.81778118,0,0,0,0,0,0.612957285,4,0,29,United States,1,Sciences,2,Club/Intramural,0,0,0,1,1
7383,Elvia Haden,2.881337335,42.10502109,0,2,0,0,5,0.803647685,0,1,33,United States,1,Sciences,2,None,0,0,0,1,0
7384,Antonio Jeffers,3.402639757,32.26935706,2,3,0,0,6,0.265467903,0,0,29,United States,2,Sciences,1,Club/Intramural,0,0,1,1,1
7385,Leon Rude,3.500424475,101.4154212,1,3,0,0,3,0.578870454,0,0,32,United States,1,Quantitative,1,None,1,1,0,1,2
7386,Leslie Jackson,3.213764829,40.13304356,2,2,0,0,3,0.673400346,4,0,22,Australia,1,Quantitative,2,None,0,0,1,1,0
7387,Tanya Gonzalez,3.275032926,58.90152996,1,1,0,0,2,0.798209213,3,1,28,United States,1,Sciences,2,Club/Intramural,0,0,0,1,2
7388,Kelvin Schaedler,2.827148967,37.10601799,0,0,0,0,3,0.455097752,0,0,21,United States,2,Sciences,2,None,0,0,2,1,0
7389,Lila Smith,3.133552976,0.431480064,2,0,0,0,2,0.139981915,0,1,29,Canada,1,Quantitative,2,NCAA/Professional,0,0,0,1,2
7390,Amanda Cohen,1.694976521,107.0919718,0,0,0,0,3,0.887007778,0,1,35,United States,2,Engineering,2,Club/Intramural,0,0,0,1,1
7391,James Shelley,3.112151939,51.83157782,0,2,0,0,2,0.741260286,0,0,31,United States,2,Humanities,3,None,0,0,1,1,0
7392,Jennifer Morgan,2.930356181,79.74796872,2,2,0,0,2,0.58681439,0,1,30,United States,2,Quantitative,1,None,0,0,0,1,2
7393,Evette Dixon,3.31157299,21.38066808,0,3,0,0,4,1.244458215,0,1,24,United States,1,Engineering,2,None,0,0,1,1,0
7394,Sophia Adams,3.079486836,23.74114413,0,3,0,0,1,0.623742702,2,1,32,United States,1,Engineering,2,None,0,0,0,1,1
7395,Frances Fox,3.103307336,11.86930195,0,3,0,0,2,0.555039356,1,1,25,China,1,Quantitative,2,None,0,0,2,1,2
7396,Rachel Drake,3.868625536,34.30385728,0,0,0,0,2,0.593845327,0,1,27,United States,1,Engineering,1,Club/Intramural,0,0,0,1,0
7397,Edith Zapata,3.454859615,93.49108374,1,0,0,0,4,0.671147248,0,1,31,United States,1,Quantitative,2,None,0,0,1,1,0
7398,Carol Beck,2.88844931,8.555527383,1,4,0,0,5,0.360300763,0,1,23,United States,1,Quantitative,1,Club/Intramural,0,0,2,1,2
7399,Scott Bryan,2.614849341,39.31958981,1,0,0,0,4,0.504866962,0,0,23,United States,1,Quantitative,3,None,0,0,2,1,2
7400,Kelley Oppegard,3.197696862,32.35845866,2,2,0,0,1,0.550873749,0,1,25,United States,2,Engineering,1,Club/Intramural,0,0,2,1,0
7401,Michael Nelson,3.322948573,63.07096479,1,1,0,0,4,0.435018109,0,0,27,United States,1,Quantitative,2,NCAA/Professional,0,0,2,1,0
7402,David Geier,3.565484659,46.90867068,1,2,0,0,4,0.624890806,0,0,34,United States,1,Humanities,2,Club/Intramural,0,0,2,1,1
7403,Kelly Lin,3.238006242,52.89913495,0,2,0,0,3,0.131961348,1,1,32,United States,1,Humanities,3,Club/Intramural,1,1,1,1,1
7404,Mary Robinson,3.229584143,22.07999113,1,1,0,0,3,0.755040673,3,1,25,India,1,Sciences,3,Club/Intramural,0,0,2,1,2
7405,Mike Overbaugh,3.176095075,36.08444984,2,1,0,0,5,0.376988249,2,0,23,United States,1,Quantitative,2,None,0,0,0,1,1
7406,Douglas Martinez,3.875416983,13.79106371,0,1,0,0,2,0.054897395,0,0,21,United States,1,Humanities,2,None,0,0,1,1,1
7407,Russell Mccleese,2.837898953,44.72429307,1,3,0,0,4,0.567398962,0,0,22,United States,1,Engineering,3,Club/Intramural,0,0,1,1,0
7408,Ryan Ditto,3.559990623,29.48792793,0,4,0,0,4,0.538303558,0,0,28,United States,1,Sciences,2,None,0,0,0,1,1
7409,James Youngblood,3.146793199,19.6628773,1,1,0,0,3,0.584331351,0,0,21,United States,2,Quantitative,2,None,0,0,1,1,1
7410,Matthew Delatorre,3.537528573,52.70522519,2,3,0,0,2,0.23003641,1,0,30,United States,1,Engineering,2,Club/Intramural,0,0,1,1,1
7411,Lois Perie,3.048249769,23.43462652,1,3,0,0,3,0.82670446,0,1,26,India,1,Sciences,3,Club/Intramural,0,0,0,1,1
7412,Julia Gianotti,2.656502952,31.24381656,2,1,0,0,4,0.986027128,2,1,26,United States,1,Engineering,2,NCAA/Professional,0,0,0,1,1
7413,Gail Chavez,2.790075888,5.229339527,1,0,0,0,4,0.76631251,1,1,30,United States,1,Engineering,1,NCAA/Professional,0,0,1,1,1
7414,Arthur Williams,3.001999657,24.84397296,0,2,0,0,4,0.0261378,0,0,33,United States,2,Sciences,2,None,0,0,1,1,1
7415,Leroy Anderson,2.784849256,68.95111907,2,1,0,0,3,0.503659559,0,0,32,India,1,Quantitative,2,Club/Intramural,0,0,1,1,0
7416,Stephen Hines,3.272354193,75.96588895,0,4,0,0,3,0.501551945,4,0,21,United States,1,Quantitative,2,None,0,0,0,1,2
7417,Thomas Kemp,3.479069898,70.69073585,0,1,0,0,3,0.782596095,4,0,32,United States,1,Quantitative,1,None,0,0,1,1,0
7418,Jeffrey Ross,1.974764366,85.50411203,1,3,0,0,6,0.345394597,0,0,33,United States,1,Engineering,2,Club/Intramural,0,0,1,1,0
7419,Edward Holm,3.124711354,56.77021995,2,4,0,0,1,0.070891582,1,0,29,United States,1,Engineering,1,None,0,0,1,1,2
7420,Kimberly Blom,3.38998772,7.50178127,0,1,0,0,5,0.504349394,0,1,24,United States,2,Humanities,2,Club/Intramural,0,0,1,1,0
7421,George Hall,2.981432935,2.566595808,1,4,0,0,5,0.793035093,0,0,32,United States,1,Humanities,2,None,0,0,1,1,2
7422,Nicholas Scott,3.14934551,9.850377203,2,3,0,0,2,0.718443244,1,0,21,Mexico,1,Sciences,2,None,0,0,0,1,2
7423,Gregory Ratliff,4.168052009,2.61310959,2,0,0,0,3,0.452738205,0,0,29,Mexico,1,Quantitative,2,None,0,0,0,1,2
7424,David Deanda,3.863463923,29.62834419,2,3,0,0,0,0.714622918,0,0,27,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
7425,Justin Green,2.763882257,41.79764863,2,2,0,0,0,0.649457428,0,0,27,India,0,None,0,None,0,0,1,1,2
7426,Sandra Young,2.97659063,30.17483186,0,2,0,0,4,0.676395545,0,1,22,United States,1,Humanities,2,None,0,0,0,1,2
7427,Raymond Jobson,2.763217149,12.62035542,0,1,0,0,4,0.480870333,0,0,23,United States,1,Quantitative,1,None,1,1,1,1,0
7428,Megan Gallegos,3.142750735,61.61214389,1,2,0,0,0,0.658143336,2,1,26,United States,0,None,0,None,0,0,1,1,0
7429,David Wells,2.399138508,94.8169825,0,3,0,0,2,0.477252762,0,0,24,United States,1,Humanities,2,None,0,0,1,1,2
7430,Kathy Heller,2.533487055,67.54833475,2,4,0,0,4,0.960503431,0,1,25,United States,1,Quantitative,1,None,0,0,0,1,2
7431,Carolynn Shively,3.509371838,19.73639558,1,1,0,0,3,0.502379334,0,1,24,United States,1,Engineering,2,Club/Intramural,0,0,2,1,0
7432,Christine Elder,3.996048149,19.10842944,0,2,0,0,5,0.389836059,0,1,21,United States,1,Humanities,1,None,0,0,1,1,2
7433,Victor Hough,2.741980736,29.21637155,2,4,0,0,6,0.834281993,2,0,26,United States,1,Humanities,2,Club/Intramural,0,0,1,1,1
7434,Samuel Freeman,3.339702501,25.65938218,1,4,0,0,4,0.469486901,4,0,25,United States,1,Sciences,2,Club/Intramural,0,0,1,1,2
7435,Susan Linney,3.302623826,42.13071989,2,0,0,0,1,0.274708836,0,1,23,United States,1,Engineering,1,None,0,0,0,1,2
7436,William Cutter,3.577523844,31.02810758,1,2,0,0,4,0.706750649,0,0,32,United States,1,Sciences,2,Club/Intramural,0,0,1,1,1
7437,Darrell Cooper,4.04539674,79.20326438,0,3,0,0,4,0.741851769,0,0,29,United States,1,Humanities,2,Club/Intramural,0,0,0,1,0
7438,Richard Mcclung,2.998697805,69.64119264,1,4,0,0,4,0.504539249,0,0,29,China,1,Engineering,2,None,0,0,0,1,2
7439,Jeff Ramos,3.666815592,0.30191199,2,3,0,0,4,0.647610675,3,0,27,United States,1,Sciences,2,Club/Intramural,0,0,0,1,2
7440,John Evanich,2.684556831,48.28749619,2,3,0,0,2,0.64972126,3,0,31,United States,1,Humanities,2,None,0,0,1,1,0
7441,William Gilliam,2.717481118,18.76921158,2,0,0,0,4,0.258202581,1,0,30,United States,2,Humanities,2,None,0,0,1,1,2
7442,Edward Morrison,4.241584778,44.66508035,0,4,0,0,5,0.683089627,0,0,25,United States,1,Engineering,1,None,0,0,0,1,2
7443,Edward Gholston,3.569275583,62.54734379,1,2,0,0,5,0.442227782,0,0,27,United States,1,Engineering,1,NCAA/Professional,0,0,1,1,1
7444,James Brock,3.514745091,55.96400919,0,2,0,0,3,0.680308708,4,0,35,United States,1,Quantitative,1,None,0,0,1,1,2
7445,Barbara George,2.709171331,26.44645604,0,3,0,0,2,0.7627303,0,1,22,United States,1,Humanities,3,Club/Intramural,0,0,2,1,1
7446,Sonya Streller,2.868157693,51.45549227,2,2,0,0,4,0.552519126,0,1,24,United States,1,Quantitative,2,Club/Intramural,0,0,2,1,2
7447,Edgar Gomez,4.048702828,50.04413254,0,1,0,0,1,0.228520632,1,0,27,United States,1,Engineering,2,NCAA/Professional,0,0,2,1,2
7448,Jeanette Gomez,1.636128722,46.11464279,2,0,0,0,5,0.794961352,0,1,26,United States,1,Engineering,3,None,0,0,2,1,0
7449,Tammy Popham,2.648240148,9.321535474,2,4,0,0,1,0.54474004,2,1,30,United States,1,Sciences,2,Club/Intramural,0,0,0,1,0
7450,Joseph Vaughn,2.922034621,59.87403831,1,0,0,0,4,1.005262499,1,0,26,United States,0,None,0,None,1,1,0,1,2
7451,Brian Moates,4.230982379,29.95152722,1,1,0,0,4,0.767814717,0,0,30,United States,1,Humanities,2,NCAA/Professional,0,0,1,1,0
7452,Sandra Peralta,2.781198455,0.111601382,2,2,0,0,2,0.545317847,1,1,30,United States,1,Humanities,2,None,0,0,2,1,2
7453,Rex Llewellyn,3.316868886,41.51133801,2,4,0,0,1,0.555111726,1,0,26,United States,2,Engineering,2,Club/Intramural,0,0,0,1,0
7454,Kim Ferrara,2.780928353,0.794802216,2,0,0,0,3,0.556714227,0,0,26,United States,1,Engineering,2,Club/Intramural,0,0,0,1,1
7455,Timothy Price,3.771982443,43.7641915,0,0,0,0,1,0.836148553,0,0,26,India,1,Engineering,2,None,0,0,0,1,2
7456,Luis Lajoie,3.205389419,56.01283562,2,4,0,0,2,0.124050204,0,0,25,United States,1,Humanities,3,Club/Intramural,0,0,0,1,2
7457,Moises Truman,3.335552685,2.622106815,2,0,0,0,5,0.608392131,0,0,23,United States,0,None,0,None,0,0,0,1,2
7458,Rhonda Francis,2.878562573,2.674047039,2,0,0,1,1,0.843541043,0,1,25,United States,1,Sciences,2,None,0,0,2,1,0
7459,Erica Mcclellan,3.580894599,28.63858291,2,3,0,0,2,0.404757679,3,1,30,United States,1,Quantitative,3,None,0,0,2,1,0
7460,Stephanie Constance,2.4358704,10.08650504,1,3,0,0,4,0.681587087,0,1,26,United States,1,Engineering,1,None,0,0,2,1,2
7461,Ryan Haynes,2.124268194,10.32368909,0,3,0,0,5,0.63876059,3,0,36,United States,1,Sciences,1,None,0,0,1,1,1
7462,John Desousa,3.785309827,35.77929268,0,1,0,0,4,1.320754334,0,0,22,United States,1,Quantitative,1,None,0,0,0,1,0
7463,Alfred Hughes,2.987781252,26.77729742,0,1,0,0,0,0.279830857,2,0,27,United States,1,Engineering,1,Club/Intramural,0,0,1,1,1
7464,Rudy Carchi,2.877266682,48.3839543,2,1,0,0,5,0.254156737,4,0,32,United States,1,Sciences,2,None,0,0,0,1,2
7465,Billy Russell,3.880215138,104.3290899,1,2,0,0,6,0.937839957,0,0,27,United States,1,Sciences,1,NCAA/Professional,0,0,1,1,0
7466,Florence Palmer,2.790060743,47.19694951,1,4,0,0,1,0.538831602,0,1,27,United States,0,None,0,None,0,0,1,1,0
7467,Nathaniel Castiglione,2.78277767,28.95030038,0,0,0,0,3,0.588650171,0,0,28,United States,1,Humanities,2,None,0,0,0,1,0
7468,Bradley Nicholas,3.449301682,69.78140258,0,2,0,0,4,0.113269278,0,0,27,United States,1,Humanities,2,None,0,0,0,1,1
7469,David Wicks,2.851228791,48.95738114,2,1,0,0,6,0.295298682,0,0,24,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,1
7470,Consuelo Saxon,2.968042904,54.49234713,2,4,0,0,1,0.85535807,2,1,30,United States,1,Humanities,2,None,0,0,1,1,0
7471,Sammie Winton,3.049354479,17.2166486,0,2,0,0,2,0.465989246,0,1,24,United States,1,Sciences,2,Club/Intramural,0,0,0,1,0
7472,Paul Kelly,3.595391083,57.75744386,1,1,0,0,1,0.418040257,0,0,30,United States,1,Humanities,1,Club/Intramural,0,0,1,1,2
7473,Christopher Yoshida,3.887836721,18.86120067,1,2,0,0,3,0.930680743,0,0,24,United States,1,Quantitative,2,Club/Intramural,0,0,1,1,2
7474,Anthony Throop,3.235675732,20.964866,1,1,0,0,0,0.625895505,0,1,34,United States,1,Sciences,1,None,1,1,1,1,1
7475,Willy Zahm,2.561316909,108.7645537,0,1,0,0,3,0.497148073,2,0,24,United States,1,Humanities,3,Club/Intramural,0,0,1,1,0
7476,Bernard Bonaccorsi,2.856517102,70.78562637,2,0,0,0,1,0.69988914,0,0,23,United States,1,Engineering,3,NCAA/Professional,0,0,0,1,0
7477,Vernon Pruitt,3.342924032,25.22605016,2,2,0,0,1,0.549466434,0,0,28,United States,1,Quantitative,1,Club/Intramural,0,0,2,1,0
7478,Danny Hunt,3.117527563,90.14803878,0,3,0,0,0,0.761711161,0,0,27,United States,1,Humanities,2,None,0,0,1,1,0
7479,Daniel Fisher,3.505127072,106.7832494,1,3,0,0,2,0.734196656,2,0,29,China,2,Humanities,1,Club/Intramural,0,0,1,1,1
7480,Florence Ramirez,3.65281011,89.63156349,0,0,0,0,3,0.246383759,0,1,22,United States,1,Quantitative,2,None,0,0,1,1,2
7481,William Updike,2.831902151,53.23832552,0,1,0,0,1,0.866595226,3,0,27,United States,1,Sciences,3,None,0,0,0,1,0
7482,Phillip Buchheit,2.847685595,37.44237546,1,2,0,0,3,1.055609083,2,0,27,United States,0,None,0,None,0,0,1,1,1
7483,Peggy Ritschard,3.340700136,110.4820502,0,2,0,0,2,0.289302086,0,1,31,United States,1,Sciences,1,None,0,0,1,1,2
7484,Sandra Holden,4.084248066,0.89215057,0,4,0,0,2,0.358659305,0,1,25,United States,1,Quantitative,2,None,0,0,2,1,1
7485,Anna Beasley,3.887632167,29.38628324,0,0,0,0,4,0.347463403,2,1,29,United States,1,Quantitative,1,None,0,0,1,1,0
7486,Blaine Calvin,3.16365392,80.92705062,2,1,0,0,1,0.395800341,0,0,24,United States,1,Engineering,3,Club/Intramural,0,0,0,1,2
7487,Cherie Tharp,2.593092982,80.8013308,2,0,0,0,4,0.429879441,4,1,26,United States,1,Engineering,1,None,0,0,2,1,0
7488,Daniel Martinez,4.295584317,92.35591743,2,3,0,0,5,0.520640172,0,0,27,United States,1,Humanities,2,Club/Intramural,0,0,0,1,2
7489,Michelle Terry,2.332193423,44.01929313,0,1,0,0,6,0.166702368,4,1,27,United States,1,Humanities,2,None,0,0,0,1,0
7490,Bryan Fonceca,3.088599992,27.60801263,0,0,0,0,5,0.502954461,2,0,27,United States,2,Quantitative,1,NCAA/Professional,0,0,0,1,2
7491,Barbara Harris,3.1433817,109.8789802,2,3,0,0,1,0.187795479,0,1,29,United States,0,None,0,None,0,0,1,1,0
7492,Nichole Foos,2.997285311,47.19352404,2,2,0,0,5,0.568234498,0,1,30,United States,1,Sciences,2,Club/Intramural,0,0,1,1,0
7493,Michele Williams,3.733977609,78.09314947,2,3,0,0,2,0.381956519,4,1,33,United States,1,Sciences,1,Club/Intramural,0,0,1,1,0
7494,Gordon Stewart,3.88814405,34.30595044,2,2,0,0,3,0.626294826,0,0,30,United States,1,Sciences,2,None,1,1,2,1,0
7495,Betty Bonner,3.752826078,28.88773589,2,3,0,0,1,0.370515026,0,1,23,Mexico,1,Engineering,3,None,0,0,1,1,1
7496,Jeffrey Montey,3.592842895,45.47301844,2,0,0,0,3,0.493920319,0,0,25,United States,1,Engineering,3,Club/Intramural,0,0,1,1,0
7497,Ellen Wieland,3.374680271,61.32278878,2,4,0,0,2,0.289833712,0,1,28,United States,2,Sciences,1,None,0,0,1,1,2
7498,Debra Jones,3.417802035,65.50055829,1,2,0,0,0,0.631625349,0,1,21,United States,1,Humanities,1,Club/Intramural,0,0,0,1,2
7499,Maria Arguellez,2.791903553,75.63138205,2,4,0,0,4,0.844541766,0,1,24,United States,1,Sciences,2,None,0,0,2,1,0
7500,Linda Nichol,3.653338271,34.75755291,1,3,0,0,6,0.622080983,0,1,34,United States,1,Quantitative,1,None,0,0,0,1,0
7501,Andrew Obrien,3.520680613,29.71010063,0,1,0,0,3,0.431819139,0,0,28,United States,2,Quantitative,1,None,0,0,1,1,0
7502,Steven Woods,3.287723928,69.3060544,1,1,0,0,1,0.68214333,2,0,30,United States,1,Sciences,2,None,0,0,1,1,2
7503,Brandi Rivera,3.344297852,35.89141268,1,1,0,0,6,0.051772087,0,1,31,United States,2,Engineering,1,None,0,0,1,1,2
7504,Jay Wiggin,3.050547783,32.11130936,0,4,0,0,4,0.200460655,0,0,31,United States,2,Humanities,1,Club/Intramural,0,0,1,1,2
7505,Andrew Cornelius,3.716846796,49.36674153,1,2,0,0,4,0.273920806,0,0,27,United States,1,Quantitative,2,Club/Intramural,0,0,0,1,1
7506,Leroy Medeiros,3.954842447,21.64579919,2,2,0,0,3,0.41970265,0,0,31,United States,1,Quantitative,3,None,0,0,0,1,0
7507,Marisol Cull,2.548864147,58.18741955,0,3,0,0,4,0.080348827,0,1,38,United States,1,Sciences,2,Club/Intramural,0,0,1,1,1
7508,Ruth Lopez,3.985365947,2.964160934,0,3,0,0,4,0.40582846,4,1,29,United States,1,Quantitative,1,None,0,0,1,1,2
7509,Gerald Light,3.910407501,39.56027828,1,2,0,0,4,0.272120713,0,0,24,United States,1,Humanities,1,Club/Intramural,0,0,0,1,1
7510,Randall Byrd,3.050515608,35.36396225,2,0,0,0,3,0.413400279,1,0,28,United States,1,Sciences,2,Club/Intramural,0,0,2,1,2
7511,Michael Mills,2.969558762,58.5202111,2,0,0,0,4,0.481313697,0,0,21,United States,1,Quantitative,2,Club/Intramural,0,0,0,1,1
7512,Mary Green,4.224253256,20.76906966,2,2,0,0,3,0.981454371,0,1,30,Mexico,1,Engineering,3,None,0,0,2,1,2
7513,Patricia Hardter,2.953029619,47.28819249,0,3,0,0,4,0.308696674,0,1,27,United States,2,Engineering,3,Club/Intramural,0,0,0,1,1
7514,Sage Nguyen,2.726586722,63.74643934,1,0,0,0,2,0.117645298,0,1,28,United States,1,Quantitative,1,None,0,0,0,1,1
7515,Arnold Wheeler,2.986390137,35.97109864,2,0,0,0,4,0.359473215,0,0,26,India,2,Quantitative,2,Club/Intramural,0,0,1,1,1
7516,Charlotte Posthuma,2.715560239,30.91386831,2,2,0,0,3,0.281378787,0,1,25,Australia,1,Quantitative,2,None,0,0,2,1,0
7517,Murray Cornell,2.854977212,17.37364433,1,4,0,0,4,0.500695515,1,0,27,United States,1,Quantitative,2,None,0,0,1,1,0
7518,Marion Friddle,1.939575376,17.239124,0,4,0,0,1,0.457745457,0,0,29,India,1,Engineering,1,NCAA/Professional,0,0,1,1,2
7519,Arthur Lake,3.444480655,30.9383305,1,1,0,0,3,0.55711223,0,0,23,India,1,Humanities,1,None,0,0,1,1,2
7520,Walter Pillar,4.195102691,35.58617188,0,4,0,0,2,0.329070791,1,0,23,United States,1,Engineering,3,None,0,0,2,1,1
7521,James Rauth,3.14357022,22.3161903,0,0,0,0,5,0.553120437,0,0,24,India,1,Humanities,2,None,0,0,0,1,0
7522,Donna Broach,3.65010586,64.49139865,2,2,0,0,5,0.190514934,0,1,31,United States,1,Sciences,3,NCAA/Professional,0,0,2,1,2
7523,Jimmy Streett,3.185797364,8.015293349,2,4,0,0,3,0.773828689,3,0,21,United States,1,Humanities,2,None,0,0,1,1,2
7524,Bonnie Hatton,3.846518769,10.51503106,2,3,0,0,3,1.070188131,0,1,23,United States,1,Engineering,2,Club/Intramural,0,0,1,1,2
7525,Larry Belizaire,3.89197154,28.12753851,1,0,0,0,0,0.49211729,0,0,33,United States,0,None,0,None,0,0,1,1,0
7526,Jennifer Hay,3.422209338,77.42260331,1,0,0,0,1,0.650495422,0,1,26,United States,1,Engineering,1,None,0,0,0,1,0
7527,Sam Colby,2.825769298,37.60064865,2,4,0,0,4,0.580770649,0,0,22,United States,0,None,0,None,0,0,1,1,0
7528,Joseph Fuqua,2.800413635,62.83175018,2,4,0,0,2,0.528721796,2,0,32,United States,2,Sciences,2,Club/Intramural,0,0,2,1,0
7529,Donald Lundy,3.634054316,53.08357256,1,3,0,0,3,-0.065781074,0,0,31,United States,2,Sciences,1,None,0,0,1,1,0
7530,Richard Riley,2.992044946,7.079276965,1,2,0,0,0,0.494904489,0,0,26,China,1,Engineering,2,Club/Intramural,0,0,2,1,0
7531,Robert Hayes,3.984587403,46.62524827,2,4,0,0,1,0.584836991,2,0,26,United States,1,Humanities,2,Club/Intramural,0,0,1,1,2
7532,David Shafer,2.678630311,64.78282169,0,1,0,0,2,0.688987084,0,0,26,United States,2,Engineering,2,None,0,0,0,1,2
7533,Harriet Ramos,3.774852887,87.2052749,1,0,0,0,5,0.514764921,0,1,21,China,1,Quantitative,1,None,0,0,1,1,1
7534,James Heim,2.334252349,93.5502275,0,2,0,0,1,0.508576409,0,0,29,United States,1,Humanities,2,None,0,0,1,1,1
7535,Randy Motley,2.807885165,5.31958404,2,1,0,0,2,0.332493725,0,0,29,United States,1,Quantitative,2,Club/Intramural,0,0,0,1,0
7536,Maria Hutchinson,2.992372254,88.5568616,2,3,0,0,1,0.185465164,0,1,24,United States,1,Humanities,3,Club/Intramural,0,0,1,1,2
